,product name,price,image url,category,product dimensions,brand,capacity,configuration,energy star,model,annual energy consumption,refrigerator fresh food capacity,freezer capacity,installation type,part number,form factor,special features,colour,voltage,number of drawers,defrost system,door orientation,door material,shelf type,number of shelves,certification,material,included components,batteries required,manufacturer,country of origin,asin,customer reviews,best sellers rank,date first available,packer,item weight,item dimensions lxwxh,net quantity,generic name,energy efficiency,volume capacity name,batteries included,model name,door material type,model number,number of memory sticks,item model number,item height,item width,wattage,power source,are batteries included?,importer,specific product use,manufacturer part number,size,stain resistant?,assembly required,special feature,cooling type,capacity name,exterior,position,volume,viscosity,imported by,weighted annual energy consumption,style,access location,package dimensions,battery cell type,finish type,mounting hardware,number of items,noise level,ice storage capacity,drawer type,bottle count,color,item part number,primary material,what is in the box?,locking mechanism,mattress comfort,weight,control console,energy efficiency rating,number of doors,is assembly required,shelf material,other display features,whats in the box,number of vents,pattern,item shape,frame type,frame material,orientation,target audience,connector type,inner material type,number of racks,cooling power,product benefits,material type free,item form,hair type,material feature,age range (description),recommended uses for product,scent,mounting type,shipping weight,specific uses for product,item volume,surface recommendation,special ingredients,air flow capacity,controls type,reservoir capacity,standby power consumption,number of speeds,liquid volume,energy consumption,airflow displacement,number of option cycles,shape,specific uses,power and plug description,eu energy efficiency label,start year,compatible devices,operating voltage,maximum voltage,filter type,floor area,operation mode,room type,max number of supported devices,batteries,hardware platform,display technology,battery description,includes rechargeable battery,connectivity technology,does it contain liquid?,maximum rotational speed,noise level spinning,number of standard cycles,noise level washing,contains liquid contents,package information,lower temperature rating,cycle options,noise level drying,controller type,capacity per washing program,standard capacity cycle,setting type,hose length,number of settings,number of jets,water consumption,spinning performance rating,washing performance rating,drying performance rating,water consumption per complete standard program,additional information,lighting,closure type,number of sets,department,storage volume,fuel type,water resistance level,specification met,oven cooking mode,control type,door style,cable length,burner type,outer material,product care instructions,fill material,number of pieces,footboard upholstery,auto focus included,heating method,is dishwasher safe,temperature range,series,fabric type,with lid,is oven safe,bulb shape size,incandescent equivalent wattage,item package quantity,light source wattage,control method,assembly type,warranty summary,speed,bowl material,is microwaveable,occasion,output wattage,has nonstick coating,inner material,capacitance,number of slices,display type,number of programmes,furniture finish,min temperature setting,max temperature setting,warranty type,weight limit,horsepower,lid material,screen size,supported internet services,resolution,refresh rate,model year,ram memory installed size,operating system,hardware interface,graphics coprocessor,tuner technology,response time,remote control description,standing screen display size,viewing angle,image aspect ratio,image contrast ratio,supported image types,screen resolution,audio input compatible with the item,audio output mode,supported audio formats,speaker surround sound channel configuration,video capture resolution,audio wattage,gsm frequencies,total usb ports,actual viewing angle,includes remote,supports bluetooth technology,memory storage capacity,remote control technology,image brightness,battery cell composition,maximum operating distance,media format,aspect ratio,battery power rating,total power outlets,maximum resolution,speakers maximum output power,processor count,wire or cable technology,surround sound channel configuration,audio encoding,ram memory maximum size,light source type,cable feature,colour screen,audio input,processor brand,processor type,cellular technology,display resolution maximum,total hdmi ports
959,"HomeAra Anti-Slip, Anti-Vibration Washing Machine Feet Pads - Shock and Noise Cancelling Washer and Dryer Pads for Refrigerator and Home Furniture Appliances (8PCS, Blue)",799.,,washing machine,,HomeAra,,,,,,,,,,,,BLUE,,,,,,,,,Rubber + PVC,8-Machin Pad,,"HomeAra, HomeAra",China,B0CQ5DMWMV,,,,HomeAra,440 g,,8.00 Piece,Machin Pad,,,,,,,,MP-B-8,,,,,,,,,,,,,,,,,,,,,,,14.5 x 14.1 x 7.1 cm; 440 Grams,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,JUMBO CLOUD Handy Portable Machine Portable Handy Washing Machine/Mini Washing Machine ISI Copper Motor Portable washing machine with high RPM motor,"2,999.",,washing machine,15D x 16.6W x 42H Centimeters,JUMBO CLOUD,,,,handy washing machine,,,,,handy washing machine,,,Yellow,,,,,,,,,,,,"JUMBO CLOUD, JUMBO CLOUD",India,B0CQV8HZZH,,,23 December 2023,JUMBO CLOUD,,15 x 16.6 x 42 Centimeters,,handy washing machine,,,,handy washing machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Samsung Microwave Glass Cooking Tray - 12.5,"2,375.",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/415r2T55DNL._AC_SS450_.jpg,microwave oven,,Samsung,,,,,,,,,,,,,,,,,,,,,Glass,,,Samsung,China,B0002DUUL4,,"#42,014 in Home & Kitchen (See Top 100 in Home & Kitchen)  #7 in Microwave Turntables",,,0.28 g,35.6 x 33 x 5.1 Centimeters,,,,,,MW965WB MW6350R,,,,DE74-20015B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,"IFB 25 L Convection Microwave Oven (25BC3, Black, Oil Free Cooking, With Starter Kit)","12,900.",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61okfcqCYuL._AC_SS450_.jpg,microwave oven,31D x 42.2W x 21.2H Centimeters,IFB,25 litres,,,25BC3,,,,Countertop,8903287005268,,"101 Standard Menus, Steam Clean, Deodorize, Keep Warm, Power Save, Timer option, Power Save, Overheating Protection, Sensor Malfunction Protection",Black,220 Volts,,Defrost,Left,,,,,Stainless Steel,"Microwave, Glass Turnable tray, Grill",No,"IFB Industries Ltd., Galanz International Co., Address #3, East, Xingpu, Avenue, Huangpu, Zhongshan, Guangdong, China ZIP 528 429, Galanz International Co., Address #3, East, Xingpu, Avenue, Huangpu, Zhongshan, Guangdong, China",India,B008A6THZU,"4.3  4.3 out of 5 stars        1,601 ratings    4.3 out of 5 stars","#142,633 in Home & Kitchen (See Top 100 in Home & Kitchen)  #57 in Microwave Ovens",8 July 2014,"IFB Industries Ltd, Verna, Goa",16 kg,31 x 42.2 x 21.2 Centimeters,1 Count,Microwave Oven,,,,,,,,,,,230,,,"IFB Industries Ltd, Verna, Goa",,,,,,"101 Standard Menus, Steam Clean, Deodorize, Keep Warm, Power Save, Timer option, Power Save, Overheating Protection, Sensor Malfunction Protection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,"Morphy Richards 25 CG 25L Convection Microwave Oven with 200 Autocook Menus and Child Lock Feature, Stainless Steel Cavity, Silver","12,490.",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61Wmr4TyJML._AC_SS450_.jpg,microwave oven,42.1D x 53.2W x 31.3H Centimeters,Morphy Richards,25 litres,,,25 CG with 200 ACM,,,,Countertop,790001,,Auto_cook,Silver,,,Defrost,Side Swing,,,,,Stainless Steel,1,No,"Morphy Richards, Morphy Richards",India,B008P7J3E4,4.3  4.3 out of 5 stars        698 ratings    4.3 out of 5 stars,"#94,105 in Home & Kitchen (See Top 100 in Home & Kitchen)  #9,766 in Kitchen Storage & Containers",26 July 2012,Morphy Richards,3 kg 200 g,2.09 x 1.66 x 1.23 Meters,1 set,,,,No,,,,,,,,800 Watts,,,Morphy Richards,,,,,,Auto_cook,,,,,,,"Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,"Morphy Richards 20 L Solo Microwave Oven (20 MS, Black)","6,990.",,microwave oven,46D x 34W x 25H Centimeters,Morphy Richards,20 litres,,,20 MS,,,,Countertop,790008,,"Programmable, Timer, Turntable",Black,230 Volts,,Defrost,Left,,,,,Stainless Steel,"Solo microwave, Turn table, Instruction manual, Customer care list and Warranty card",No,Morphy Richards,India,B008P7J48Y,4.1  4.1 out of 5 stars        702 ratings    4.1 out of 5 stars,"#230,143 in Home & Kitchen (See Top 100 in Home & Kitchen)  #71 in Microwave Ovens",26 July 2012,"Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",12 kg 400 g,46.3 x 34.4 x 25.6 Centimeters,,,,20 litres,No,,,,,,,,800 Watts,,,"Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",,,,,,"Programmable, Timer, Turntable",,,,,,,"Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,"Morphy Richards 30 MCGR Deluxe 30L Convection Microwave Oven with Motorised Rotisserie, 200 Autocook Menus and Child Lock Feature, Black","9,999.",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71ugoLt2aAL._AC_SS450_.jpg,microwave oven,17.5D x 18.5W x 10.8H Centimeters,Morphy Richards,30 litres,,,30MCGR,,,,Countertop,790018,,Touch Panel,Black,230 Volts,,Defrost,Left,,,,,Glass,"Convection microwave, Rotisserie set, Instruction manual, Wire rack, Baking plate, Customer care list and Warranty card",No,"Morphy Richards, Morphy Richards",India,B008P7J5X8,3.9  3.9 out of 5 stars        350 ratings    3.9 out of 5 stars,"#53,657 in Home & Kitchen (See Top 100 in Home & Kitchen)  #46 in Oven Toaster Grills",26 July 2012,Morphy Richards,12 kg 100 g,18.5 x 17.5 x 10.8 Centimeters,1 set,Microwave Oven,,30 litres,No,,,,,,,,1450 Watts,,,Morphy Richards,,,,,,Touch Panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,"Prestige Potg 9 Pc Oven Toaster Grills (Grey ,9 Liter), 800 Watts","3,187.",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81AWqcFbfcL._AC_SS450_.jpg,microwave oven,30D x 41.5W x 24.5H Centimeters,Prestige,,,,,,,,,,,,grey,,,,,,,,,,"Oven toaster grill, Instruction manual and Warranty card",,Prestige,China,B00935MFI8,,"#31,644 in Home & Kitchen (See Top 100 in Home & Kitchen)  #38 in Oven Toaster Grills",,,3 kg 400 g,,,,,,,POTG,Tempered Glass,,,41456,,,,electric,,,,,,,,"Temperature Control, Timer",,,,,,,,,,,,,Finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knob,Dropdown Door,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,"Prestige POTG 19 PCR 1380-Watt Oven Toaster Grill (Black, 19 Liters)","5,099.",https://m.media-amazon.com/images/I/91ucUKuSMaL._AC_SS450_.jpg,microwave oven,50D x 36W x 34H Centimeters,Prestige,,,,,,,,,,,,Black,,,,,,,,,,OTG,,Prestige,China,B00935MFLU,,"#22,803 in Home & Kitchen (See Top 100 in Home & Kitchen)  #26 in Oven Toaster Grills",,"TTK PRESTIGELIMITED, NATIONAL SERVICE MANAGER, NO. 110/5, ARUNA ARCADE, 1st FLOOR, LALBAGH ROAD, SUDHAMANAGAR, NEAR URVASHI THEATRE, BANGALORE - 560027, Phone: 1800-123-334411",6 kg,,1 count,,,,,POTG 19 PCR,Tempered Glass,,,41457,,,,electric,,"TTK PRESTIGELIMITED, NATIONAL SERVICE MANAGER, NO. 110/5, ARUNA ARCADE, 1st FLOOR, LALBAGH ROAD, SUDHAMANAGAR, NEAR URVASHI THEATRE, BANGALORE - 560027, Phone: 1800-123-334411",,,,,,"Temperature Control, Timer",,,,,,,"TTK PRESTIGELIMITED, NATIONAL SERVICE MANAGER, NO. 110/5, ARUNA ARCADE, 1st FLOOR, LALBAGH ROAD, SUDHAMANAGAR, NEAR URVASHI THEATRE, BANGALORE - 560027, Phone: 1800-123-334411",,,,,,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knob,Dropdown Door,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,"Bajaj Majesty 1603 TSS 16L Oven Toaster Griller (16 Litres OTG) Baking & Grilling Accessories, Oven for Kitchen with Stainless Steel Body, 2 Year Warranty, Black & Silver","3,998.",https://m.media-amazon.com/images/I/51bxrDfB6XL._AC_SS450_.jpg,microwave oven,32.5D x 40W x 26.6H Centimeters,Bajaj,,,,,,,,,,,,Silver,,,,,,,,,,"Baking Tray, Grill Rack, Tong, Crumb Tray and Skewer Rods",,Bajaj,China,B009P2KRAW,,"#2,656 in Home & Kitchen (See Top 100 in Home & Kitchen)  #4 in Oven Toaster Grills",,"Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",4 kg 340 g,,,Over Toaster Griller,,,,,Tempered Glass,,,420041,,,,electric,,"Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",,,,,,Timer,,,,,,,"Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",,,,,,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knob,Dropdown Door,1 Metres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,"IFB 20 L Convection Microwave Oven (20SC2, Metallic Silver, With Starter Kit), STANDARD","10,399.",https://m.media-amazon.com/images/I/71W-OAGCL0L._AC_SS450_.jpg,microwave oven,15.4D x 17.5W x 20.9H Centimeters,IFB,20 litres,,,20SC2,800 Watts,,,Countertop,20SC2,,"Auto Cook, Anti Bacterial Cavity, Self-Cleaning, Timer, Turntable, Overheating Protection, 24 Standard Menus, Auto Defrost",Silver,230 Volts (AC),,Defrost,Left,,,,,"Stainless Steel, Glass, Plastic","1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,"Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd No 3, East Xingpu Avenue, Huangpu Town, Zhonghshan City, Guangdong China ZIP 528429",China,B00A7PGI18,"4.3  4.3 out of 5 stars        5,029 ratings    4.3 out of 5 stars","#6,928 in Home & Kitchen (See Top 100 in Home & Kitchen)  #3 in Combination Convection & Microwave Ovens",15 November 2012,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",15 kg 100 g,39 x 45.2 x 26.2 Centimeters,1 Count,Microwave Oven,,20 litres,No,,,,,,,,800 Watts,,,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",,,,,,"Auto Cook, Anti Bacterial Cavity, Self-Cleaning, Timer, Turntable, Overheating Protection, 24 Standard Menus, Auto Defrost",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,,,Convection,,,,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,"Haier 28 L Convection Microwave Oven (HIL2801RBSJ, Black)","15,990.",,microwave oven,89D x 44W x 26H Centimeters,Haier,28 litres,,,HIL2801RBSJ,,,,Countertop,HIL2801RBSJ,,Tact Button/Jog Dial,Black,,,Defrost,Left,,,,,Stainless Steel,"Oven, High rack, Low rack, Rotisserie and Crispy plate",No,Haier,India,B00CDKE6XC,3.8  3.8 out of 5 stars        53 ratings    3.8 out of 5 stars,"#289,359 in Home & Kitchen (See Top 100 in Home & Kitchen)  #86 in Microwave Ovens",2 February 2016,,17 kg 700 g,50.9 x 51.8 x 32.4 Centimeters,,,,28 litres,No,,,,,,,,1400 Watts,,,,,,,,,Tact Button/Jog Dial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Bajaj 23 L Convection Microwave Oven (2310 ETC) (Silver),"11,990.",https://m.media-amazon.com/images/I/71K2E2llsrL._AC_SS450_.jpg,microwave oven,44.1D x 54.1W x 34H Centimeters,Bajaj,23 litres,,,490056,,,,Countertop,RSM-BAJ-1938,,Tact Button/Jog Dial,Silver,,,Defrost,Left,,,,,,"1 microwave unit with attachement, instruction manual, warranty card",No,"Imported and Marketed by Bajaj Electricals Ltd, Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",China,B00F15AF22,4.2  4.2 out of 5 stars        55 ratings    4.2 out of 5 stars,"#361,683 in Home & Kitchen (See Top 100 in Home & Kitchen)  #95 in Microwave Ovens",7 September 2013,"Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",14 kg,30 x 35 x 25 Centimeters,9 count,Microwave Oven,,,No,,,,,,,,800 Watts,,,"Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",,,,,,Tact Button/Jog Dial,,,,,,,"Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,"Panasonic 23L Convection Microwave Oven(NN-CT353BFDG,Black Mirror, 360 Heat Wrap, Magic Grill)","9,990.",,microwave oven,29.2D x 48.3W x 34.3H Centimeters,Panasonic,23 litres,,,NN-CT353BFDG,,,,Countertop,NN-CT353BFDG,,Auto_cook,Black Mirror,,,Defrost,Left,,,,,,1,No,"Panasonic, Panasonic",Thailand,B00KPSSPZY,"4.5  4.5 out of 5 stars        1,673 ratings    4.5 out of 5 stars","#1,655 in Home & Kitchen (See Top 100 in Home & Kitchen)  #3 in Oven Toaster Grills",2 June 2014,Panasonic,2 kg 630 g,190 x 115 x 135 Centimeters,1 set,,,23 litres,No,,,,,,,,800 Watts,,,Panasonic,,,,,,Auto_cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,"Panasonic 20L Grill Microwave Oven(NN-GT221WFDG,White, 38 Auto Cook Menus )","8,690.",https://m.media-amazon.com/images/I/619g0yOGy0L._AC_SS450_.jpg,microwave oven,40.5D x 48.6W x 29.2H Centimeters,Panasonic,20 litres,,,NN-GT221WFDG,,,,Countertop,NN-GT221WF,,Touch Panel,White,230 Volts,,Defrost,Left,,,,,"Glass, Metal","1 Microwave Oven, 1 User Manual, 1 Warranty Card",No,Panasonic,Thailand,B00KPSSR20,4.3  4.3 out of 5 stars        380 ratings    4.3 out of 5 stars,"#37,352 in Home & Kitchen (See Top 100 in Home & Kitchen)  #35 in Microwave Ovens",2 June 2014,,13 kg 400 g,,1 set,,,20 litres,No,,,,,,,,1000 Watts,,,,,,,,,Touch Panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,"LG 20 L Solo Microwave Oven (MS2043DB, Black)","6,600.",,microwave oven,32D x 45.5W x 25.2H Centimeters,LG,20 litres,,,MS2043DB,,,,Freestanding,MS2043DB,,"Auto Cook, Timer, Child Safety Lock, Defrost, Turntable",Black,230 Volts,,Defrost,Left,,,,,Metal Sheet,1,No,"LG, LG",India,B00M52J2QY,"4.2  4.2 out of 5 stars        2,522 ratings    4.2 out of 5 stars","#2,351 in Home & Kitchen (See Top 100 in Home & Kitchen)  #2 in Solo Microwaves",26 July 2014,LG,2 kg 710 g,179.1 x 99.2 x 126 Centimeters,1 set,Microwave Oven,,20 litres,No,,,,,,,,700 Watts,,,LG,,,,,,"Auto Cook, Timer, Child Safety Lock, Defrost, Turntable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal Sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,"IFB 23 L Convection Microwave Oven (23BC4, Black+Floral Design)","12,790.",https://m.media-amazon.com/images/I/71DO4WEuhCL._AC_SS450_.jpg,microwave oven,11D x 18.9W x 16.1H Centimeters,IFB,23 litres,,,23BC4,,,,Countertop,23BC4,,"71 Standard Menus, steam clean, Disinfect, Deodorize, Overheating Protection, Sensor Malfunction Protection, Digital Clock, Timer Option",Black,230 Volts,,Defrost,Left,,,,,Polyurethane,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,"Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd No 3, East Xingpu Avenue, Huangpu Town, Zhonghshan City, Guangdong China ZIP 528429",India,B00OLHQJD0,"4.3  4.3 out of 5 stars        2,819 ratings    4.3 out of 5 stars","#47,116 in Home & Kitchen (See Top 100 in Home & Kitchen)  #40 in Microwave Ovens",17 October 2014,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",16 kg 900 g,39 x 48.3 x 28.1 Centimeters,1 Count,Microwave Oven,,,No,,,,,,,,800 Watts,,,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",,,,,,"71 Standard Menus, steam clean, Disinfect, Deodorize, Overheating Protection, Sensor Malfunction Protection, Digital Clock, Timer Option",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
